,y,x,osmid,highway,ref,geometry
5256699753,1.3958388,103.9122666,5256699753,,,POINT (103.9122666 1.3958388)
5256699754,1.3956473,103.9121179,5256699754,,,POINT (103.9121179 1.3956473)
5256699758,1.3960764,103.9117263,5256699758,,,POINT (103.9117263 1.3960764)
5256699763,1.3973353,103.9127147,5256699763,turning_loop,,POINT (103.9127147 1.3973353)
5256699766,1.3973804,103.9124856,5256699766,,,POINT (103.9124856 1.3973804)
5286322101,1.3976151,103.8900916,5286322101,,,POINT (103.8900916 1.3976151)
5286322115,1.3990024,103.8900031,5286322115,,,POINT (103.8900031 1.3990024)
6953295881,1.3943716,103.8967043,6953295881,,,POINT (103.8967043 1.3943716)
6953295882,1.3944324,103.8967465,6953295882,,,POINT (103.8967465 1.3944324)
5433801345,1.4025151,103.9142283,5433801345,,,POINT (103.9142283 1.4025151)
5556264977,1.4167984,103.9045144,5556264977,,,POINT (103.9045144 1.4167984)
5556264978,1.4162844,103.9048176,5556264978,,,POINT (103.9048176 1.4162844)
5433801346,1.4025063,103.9142228,5433801346,,,POINT (103.9142228 1.4025063)
5433801347,1.4024698,103.9142815,5433801347,,,POINT (103.9142815 1.4024698)
5433801348,1.4024568,103.9142734,5433801348,,,POINT (103.9142734 1.4024568)
5433801349,1.4024457,103.9142913,5433801349,,,POINT (103.9142913 1.4024457)
4322943113,1.3999102,103.9105697,4322943113,,,POINT (103.9105697 1.3999102)
375775415,1.3868209,103.8998596,375775415,traffic_signals,,POINT (103.8998596 1.3868209)
5218361610,1.3913258,103.9130947,5218361610,,,POINT (103.9130947 1.3913258)
5218361611,1.3913795,103.9130298,5218361611,,,POINT (103.9130298 1.3913795)
5218885965,1.4109016,103.8902528,5218885965,,,POINT (103.8902528 1.4109016)
5218885966,1.4148383,103.896209,5218885966,,,POINT (103.896209 1.4148383)
5218885967,1.4150203,103.8963067,5218885967,,,POINT (103.8963067 1.4150203)
5218885968,1.4151265,103.896322,5218885968,,,POINT (103.896322 1.4151265)
5218885969,1.4201741,103.9078647,5218885969,,,POINT (103.9078647 1.4201741)
242999681,1.3912536,103.8928828,242999681,traffic_signals,,POINT (103.8928828 1.3912536)
2274877857,1.3990547,103.9025635,2274877857,,,POINT (103.9025635 1.3990547)
2274877868,1.3990596,103.9245508,2274877868,,,POINT (103.9245508 1.3990596)
5917565366,1.3971888,103.8982503,5917565366,,,POINT (103.8982503 1.3971888)
1167581624,1.407882,103.9087608,1167581624,,,POINT (103.9087608 1.407882)
5184479707,1.4209955,103.9110059,5184479707,,,POINT (103.9110059 1.4209955)
5184479709,1.4212152,103.9108477,5184479709,,,POINT (103.9108477 1.4212152)
5184479712,1.4211514,103.9113897,5184479712,,,POINT (103.9113897 1.4211514)
5218493065,1.3982972,103.9171113,5218493065,,,POINT (103.9171113 1.3982972)
5218493073,1.3982049,103.917043,5218493073,,,POINT (103.917043 1.3982049)
5218493074,1.3973749,103.9177574,5218493074,,,POINT (103.9177574 1.3973749)
3549225628,1.3946713,103.9016377,3549225628,,,POINT (103.9016377 1.3946713)
3549225632,1.3945752,103.9012836,3549225632,,,POINT (103.9012836 1.3945752)
6073344680,1.3936906,103.8964825,6073344680,,,POINT (103.8964825 1.3936906)
5218493092,1.3987076,103.9175663,5218493092,,,POINT (103.9175663 1.3987076)
5218493093,1.3985458,103.9174571,5218493093,,,POINT (103.9174571 1.3985458)
5218493094,1.3984159,103.9176461,5218493094,,,POINT (103.9176461 1.3984159)
5218493096,1.3985815,103.9173748,5218493096,,,POINT (103.9173748 1.3985815)
5218493097,1.3987593,103.917492,5218493097,,,POINT (103.917492 1.3987593)
5184479923,1.421322,103.9108016,5184479923,,,POINT (103.9108016 1.421322)
6073344684,1.3926952,103.896701,6073344684,,,POINT (103.896701 1.3926952)
1832444653,1.4207196,103.8962998,1832444653,,,POINT (103.8962998 1.4207196)
6791696916,1.3936804,103.9005612,6791696916,,,POINT (103.9005612 1.3936804)
6073344785,1.3924643,103.8973104,6073344785,,,POINT (103.8973104 1.3924643)
6073344787,1.392479,103.8973393,6073344787,,,POINT (103.8973393 1.392479)
6073344788,1.3924664,103.8973702,6073344788,,,POINT (103.8973702 1.3924664)
6073344789,1.3964832,103.8957472,6073344789,,,POINT (103.8957472 1.3964832)
6073344790,1.3964711,103.8957819,6073344790,,,POINT (103.8957819 1.3964711)
6073344791,1.3959662,103.8955829,6073344791,,,POINT (103.8955829 1.3959662)
137356058,1.4075065,103.9198586,137356058,,,POINT (103.9198586 1.4075065)
6073344795,1.3965439,103.895539,6073344795,,,POINT (103.895539 1.3965439)
6073344796,1.3966468,103.895078,6073344796,,,POINT (103.895078 1.3966468)
6073344797,1.3964806,103.8955418,6073344797,,,POINT (103.8955418 1.3964806)
6073344798,1.3961506,103.8956427,6073344798,,,POINT (103.8956427 1.3961506)
6073344799,1.3961592,103.8956178,6073344799,,,POINT (103.8956178 1.3961592)
6073344800,1.3962023,103.8956594,6073344800,,,POINT (103.8956594 1.3962023)
6073344801,1.3961947,103.8956864,6073344801,,,POINT (103.8956864 1.3961947)
6073344802,1.3961714,103.8960472,6073344802,,,POINT (103.8960472 1.3961714)
6073344803,1.3962186,103.8960551,6073344803,,,POINT (103.8960551 1.3962186)
6073344804,1.396262,103.8960829,6073344804,,,POINT (103.8960829 1.396262)
6073344810,1.3926807,103.8960306,6073344810,,,POINT (103.8960306 1.3926807)
137356077,1.4071802,103.9206465,137356077,,,POINT (103.9206465 1.4071802)
6073344815,1.3928423,103.8961989,6073344815,,,POINT (103.8961989 1.3928423)
5277868866,1.4162994,103.9095971,5277868866,,,POINT (103.9095971 1.4162994)
137356103,1.4065643,103.921953,137356103,,,POINT (103.921953 1.4065643)
137356127,1.4050144,103.9231093,137356127,,,POINT (103.9231093 1.4050144)
137356144,1.4039287,103.9246899,137356144,,,POINT (103.9246899 1.4039287)
3048530804,1.4050285,103.9071906,3048530804,,,POINT (103.9071906 1.4050285)
3048530807,1.4052376,103.9070308,3048530807,,,POINT (103.9070308 1.4052376)
137356167,1.4034943,103.9272843,137356167,,,POINT (103.9272843 1.4034943)
137356189,1.4032356,103.9280298,137356189,,,POINT (103.9280298 1.4032356)
137356204,1.401827,103.9287919,137356204,,,POINT (103.9287919 1.401827)
137356257,1.404819,103.9298501,137356257,,,POINT (103.9298501 1.404819)
137356276,1.411478,103.9229893,137356276,,,POINT (103.9229893 1.411478)
137356297,1.4128796,103.9206586,137356297,,,POINT (103.9206586 1.4128796)
137356359,1.4168389,103.9151202,137356359,,,POINT (103.9151202 1.4168389)
137356374,1.415503,103.915276,137356374,,,POINT (103.915276 1.415503)
137356392,1.413729,103.9162212,137356392,,,POINT (103.9162212 1.413729)
137356408,1.4120696,103.9163877,137356408,,,POINT (103.9163877 1.4120696)
137356437,1.4100045,103.9174589,137356437,,,POINT (103.9174589 1.4100045)
5645788322,1.3888517,103.9098506,5645788322,,,POINT (103.9098506 1.3888517)
5645788325,1.3890601,103.910127,5645788325,,,POINT (103.910127 1.3890601)
5645788326,1.3890811,103.9103231,5645788326,,,POINT (103.9103231 1.3890811)
5645788329,1.3890199,103.9099938,5645788329,,,POINT (103.9099938 1.3890199)
5645788331,1.3888827,103.9101317,5645788331,,,POINT (103.9101317 1.3888827)
5645788330,1.3889761,103.9100126,5645788330,,,POINT (103.9100126 1.3889761)
5645788334,1.3888407,103.9102087,5645788334,,,POINT (103.9102087 1.3888407)
5645788335,1.3888477,103.9103231,5645788335,,,POINT (103.9103231 1.3888477)
5645788336,1.3888757,103.9103838,5645788336,,,POINT (103.9103838 1.3888757)
5645788333,1.3887281,103.9100714,5645788333,,,POINT (103.9100714 1.3887281)
5645788349,1.3890508,103.9103838,5645788349,,,POINT (103.9103838 1.3890508)
5645788350,1.3890181,103.9104492,5645788350,,,POINT (103.9104492 1.3890181)
5218821351,1.417336,103.9061618,5218821351,,,POINT (103.9061618 1.417336)
5218821355,1.4173752,103.9057151,5218821355,,,POINT (103.9057151 1.4173752)
5218821356,1.417418,103.906307,5218821356,,,POINT (103.906307 1.417418)
5218821360,1.4170808,103.906349,5218821360,,,POINT (103.906349 1.4170808)
5218821362,1.4181046,103.906489,5218821362,,,POINT (103.906489 1.4181046)
5218821366,1.4185359,103.9064074,5218821366,,,POINT (103.9064074 1.4185359)
5218821367,1.4188455,103.9068078,5218821367,,,POINT (103.9068078 1.4188455)
5218821372,1.4184772,103.9066477,5218821372,traffic_signals,,POINT (103.9066477 1.4184772)
5218821373,1.4185515,103.9066794,5218821373,traffic_signals,,POINT (103.9066794 1.4185515)
4056605960,1.4156564,103.9174104,4056605960,,,POINT (103.9174104 1.4156564)
4056605961,1.4153865,103.9171015,4056605961,,,POINT (103.9171015 1.4153865)
5218821390,1.417205,103.906106,5218821390,,,POINT (103.906106 1.417205)
369175543,1.3923013,103.9146504,369175543,traffic_signals,,POINT (103.9146504 1.3923013)
5928314171,1.3936507,103.8923252,5928314171,,,POINT (103.8923252 1.3936507)
5928314173,1.3935672,103.8921992,5928314173,,,POINT (103.8921992 1.3935672)
5928314174,1.3935336,103.8922826,5928314174,,,POINT (103.8922826 1.3935336)
5928314177,1.393715,103.8923519,5928314177,,,POINT (103.8923519 1.393715)
2274878780,1.3996064,103.9053896,2274878780,,,POINT (103.9053896 1.3996064)
1913644439,1.3815723,103.9041264,1913644439,,,POINT (103.9041264 1.3815723)
3049055644,1.4061157,103.9061678,3049055644,,,POINT (103.9061678 1.4061157)
3049055645,1.4063591,103.9062979,3049055645,,,POINT (103.9062979 1.4063591)
369175567,1.3952698,103.9167883,369175567,traffic_signals,,POINT (103.9167883 1.3952698)
3058361788,1.4207642,103.9112728,3058361788,,,POINT (103.9112728 1.4207642)
6191064927,1.3869711,103.8902023,6191064927,,,POINT (103.8902023 1.3869711)
6618932812,1.395402,103.9003926,6618932812,,,POINT (103.9003926 1.395402)
5178320467,1.3870023,103.906919,5178320467,,,POINT (103.906919 1.3870023)
5178320472,1.3867742,103.9064362,5178320472,,,POINT (103.9064362 1.3867742)
5178320474,1.385838,103.9058227,5178320474,,,POINT (103.9058227 1.385838)
5178320476,1.3861936,103.9056611,5178320476,,,POINT (103.9056611 1.3861936)
5178320479,1.3871004,103.9071127,5178320479,,,POINT (103.9071127 1.3871004)
6216803928,1.3915181,103.8963891,6216803928,,,POINT (103.8963891 1.3915181)
6216803929,1.3916525,103.8964399,6216803929,,,POINT (103.8964399 1.3916525)
6216803930,1.391897,103.8962003,6216803930,,,POINT (103.8962003 1.391897)
6216803931,1.3918859,103.8962323,6216803931,,,POINT (103.8962323 1.3918859)
6216803932,1.3919344,103.8960952,6216803932,,,POINT (103.8960952 1.3919344)
6216803933,1.3919463,103.8960634,6216803933,,,POINT (103.8960634 1.3919463)
6216803934,1.3919839,103.8959611,6216803934,,,POINT (103.8959611 1.3919839)
6216803935,1.3918817,103.8958315,6216803935,,,POINT (103.8958315 1.3918817)
6216803936,1.3917218,103.8957697,6216803936,,,POINT (103.8957697 1.3917218)
6191064946,1.3966833,103.8931506,6191064946,crossing,,POINT (103.8931506 1.3966833)
2274879125,1.3997166,103.9105688,2274879125,,,POINT (103.9105688 1.3997166)
1712383700,1.4038354,103.9021156,1712383700,,,POINT (103.9021156 1.4038354)
6497953524,1.3885341,103.9079886,6497953524,,,POINT (103.9079886 1.3885341)
6497953525,1.388493,103.9079819,6497953525,,,POINT (103.9079819 1.388493)
1712383734,1.4045307,103.9017858,1712383734,,,POINT (103.9017858 1.4045307)
6497953526,1.3887108,103.9075348,6497953526,,,POINT (103.9075348 1.3887108)
6497953527,1.3886701,103.9075047,6497953527,,,POINT (103.9075047 1.3886701)
1712383740,1.4047591,103.9026075,1712383740,,,POINT (103.9026075 1.4047591)
1712383744,1.4043593,103.9033406,1712383744,,,POINT (103.9033406 1.4043593)
1712383749,1.4044637,103.9033972,1712383749,,,POINT (103.9033972 1.4044637)
1905780484,1.4161687,103.9153967,1905780484,,,POINT (103.9153967 1.4161687)
1905780488,1.4123373,103.918867,1905780488,,,POINT (103.918867 1.4123373)
1905780497,1.416025,103.9150769,1905780497,,,POINT (103.9150769 1.416025)
1905780506,1.4159309,103.9141835,1905780506,,,POINT (103.9141835 1.4159309)
1712383787,1.4055575,103.9023466,1712383787,,,POINT (103.9023466 1.4055575)
5928642397,1.3966758,103.8918592,5928642397,,,POINT (103.8918592 1.3966758)
5928642398,1.3952076,103.8906004,5928642398,,,POINT (103.8906004 1.3952076)
5218887526,1.4160862,103.9049338,5218887526,,,POINT (103.9049338 1.4160862)
4697941867,1.3993851,103.9110447,4697941867,,,POINT (103.9110447 1.3993851)
4697941870,1.4002906,103.9098166,4697941870,,,POINT (103.9098166 1.4002906)
4697941873,1.4004414,103.9098412,4697941873,,,POINT (103.9098412 1.4004414)
4697941876,1.4018223,103.9076905,4697941876,,,POINT (103.9076905 1.4018223)
4697941878,1.40193,103.9077716,4697941878,,,POINT (103.9077716 1.40193)
1913644938,1.4160883,103.9140473,1913644938,,,POINT (103.9140473 1.4160883)
6195963835,1.3928579,103.895303,6195963835,,,POINT (103.895303 1.3928579)
6195963836,1.3929469,103.8953343,6195963836,,,POINT (103.8953343 1.3929469)
6195963837,1.3926409,103.8955367,6195963837,,,POINT (103.8955367 1.3926409)
6195963838,1.3924381,103.8961297,6195963838,,,POINT (103.8961297 1.3924381)
6195963841,1.3923791,103.8958196,6195963841,,,POINT (103.8958196 1.3923791)
6195963842,1.3924867,103.8954878,6195963842,,,POINT (103.8954878 1.3924867)
6195963847,1.3926741,103.8948099,6195963847,crossing,,POINT (103.8948099 1.3926741)
5928576989,1.3952585,103.8915125,5928576989,,,POINT (103.8915125 1.3952585)
6752823305,1.3999282,103.9000842,6752823305,,,POINT (103.9000842 1.3999282)
3049056367,1.4057396,103.9066068,3049056367,,,POINT (103.9066068 1.4057396)
3049056368,1.4059856,103.9067345,3049056368,,,POINT (103.9067345 1.4059856)
3054889141,1.404685,103.9211751,3054889141,,,POINT (103.9211751 1.404685)
3054889143,1.4005834,103.9182783,3054889143,,,POINT (103.9182783 1.4005834)
3054889144,1.4045561,103.9213532,3054889144,,,POINT (103.9213532 1.4045561)
3054889146,1.4004636,103.9183926,3054889146,,,POINT (103.9183926 1.4004636)
369158350,1.397018,103.8909219,369158350,traffic_signals,,POINT (103.8909219 1.397018)
3905022193,1.3871656,103.9088735,3905022193,,,POINT (103.9088735 1.3871656)
3905022200,1.3874479,103.9069977,3905022200,,,POINT (103.9069977 1.3874479)
3905022201,1.3875603,103.9071563,3905022201,,,POINT (103.9071563 1.3875603)
369158458,1.39613,103.8945619,369158458,traffic_signals,,POINT (103.8945619 1.39613)
6794176838,1.4043637,103.9061006,6794176838,,,POINT (103.9061006 1.4043637)
2274879836,1.4005488,103.9146219,2274879836,,,POINT (103.9146219 1.4005488)
3036818240,1.3904421,103.9239671,3036818240,,,POINT (103.9239671 1.3904421)
3048532392,1.4063818,103.905246,3048532392,,,POINT (103.905246 1.4063818)
6650063298,1.4021109,103.9178243,6650063298,,,POINT (103.9178243 1.4021109)
3036818248,1.3923417,103.9237863,3036818248,,,POINT (103.9237863 1.3923417)
6650063299,1.4024788,103.9181091,6650063299,,,POINT (103.9181091 1.4024788)
5218598802,1.3998175,103.9179598,5218598802,,,POINT (103.9179598 1.3998175)
5218598807,1.3995789,103.9170716,5218598807,,,POINT (103.9170716 1.3995789)
5218598809,1.3993815,103.9169179,5218598809,,,POINT (103.9169179 1.3993815)
2274874746,1.3964631,103.9148472,2274874746,,,POINT (103.9148472 1.3964631)
2274880033,1.4002941,103.9153469,2274880033,,,POINT (103.9153469 1.4002941)
2274880055,1.4007152,103.9088292,2274880055,,,POINT (103.9088292 1.4007152)
5684325043,1.3921092,103.9149792,5684325043,,,POINT (103.9149792 1.3921092)
2274880184,1.400443,103.9146847,2274880184,,,POINT (103.9146847 1.400443)
2274880197,1.4006592,103.9092798,2274880197,,,POINT (103.9092798 1.4006592)
2274880205,1.4004871,103.9182772,2274880205,,,POINT (103.9182772 1.4004871)
2274880313,1.4005812,103.9088758,2274880313,,,POINT (103.9088758 1.4005812)
6191130322,1.4055026,103.8971377,6191130322,,,POINT (103.8971377 1.4055026)
2274880365,1.4005149,103.9202969,2274880365,,,POINT (103.9202969 1.4005149)
5433797943,1.4052828,103.9098194,5433797943,,,POINT (103.9098194 1.4052828)
5433797964,1.4058623,103.9085023,5433797964,,,POINT (103.9085023 1.4058623)
4005076389,1.412376,103.9002873,4005076389,,,POINT (103.9002873 1.412376)
4699843569,1.4034604,103.9055394,4699843569,,,POINT (103.9055394 1.4034604)
5433797967,1.4059698,103.9102022,5433797967,,,POINT (103.9102022 1.4059698)
5433797968,1.4062982,103.9093968,5433797968,,,POINT (103.9093968 1.4062982)
5433797969,1.4060646,103.9095061,5433797969,,,POINT (103.9095061 1.4060646)
3048533026,1.4063997,103.9051408,3048533026,,,POINT (103.9051408 1.4063997)
3048533027,1.4064101,103.9050061,3048533027,,,POINT (103.9050061 1.4064101)
2274874856,1.3966609,103.9093106,2274874856,,,POINT (103.9093106 1.3966609)
5433797982,1.4059184,103.9100863,5433797982,,,POINT (103.9100863 1.4059184)
5433797983,1.4058776,103.910009,5433797983,,,POINT (103.910009 1.4058776)
3786009714,1.3985837,103.9043652,3786009714,,,POINT (103.9043652 1.3985837)
3786009715,1.3988584,103.9046416,3786009715,,,POINT (103.9046416 1.3988584)
5433797994,1.4058438,103.9091112,5433797994,,,POINT (103.9091112 1.4058438)
6192622758,1.3998222,103.9164035,6192622758,,,POINT (103.9164035 1.3998222)
6192622762,1.399011,103.9170729,6192622762,,,POINT (103.9170729 1.399011)
6192622764,1.3994185,103.9062714,6192622764,,,POINT (103.9062714 1.3994185)
6192622770,1.3991002,103.905798,6192622770,,,POINT (103.905798 1.3991002)
6192622772,1.3961798,103.9096087,6192622772,,,POINT (103.9096087 1.3961798)
6192622773,1.3972188,103.908967,6192622773,,,POINT (103.908967 1.3972188)
6192622777,1.397303,103.9087029,6192622777,,,POINT (103.9087029 1.397303)
6192622778,1.3971041,103.9089311,6192622778,,,POINT (103.9089311 1.3971041)
6192622783,1.3966914,103.9089733,6192622783,,,POINT (103.9089733 1.3966914)
2274880832,1.4007812,103.9093751,2274880832,,,POINT (103.9093751 1.4007812)
242937156,1.3865048,103.9074024,242937156,traffic_signals,,POINT (103.9074024 1.3865048)
242937176,1.3863914,103.907458,242937176,traffic_signals,,POINT (103.907458 1.3863914)
3058298255,1.4081025,103.908399,3058298255,,,POINT (103.908399 1.4081025)
5651426704,1.3909824,103.9238565,5651426704,,,POINT (103.9238565 1.3909824)
411102660,1.3931923,103.9133432,411102660,,,POINT (103.9133432 1.3931923)
411102666,1.392289,103.914456,411102666,traffic_signals,,POINT (103.914456 1.392289)
411102673,1.3921945,103.9145753,411102673,traffic_signals,,POINT (103.9145753 1.3921945)
411102677,1.4044809,103.9038275,411102677,traffic_signals,,POINT (103.9038275 1.4044809)
411102684,1.398153,103.913025,411102684,traffic_signals,,POINT (103.913025 1.398153)
411102707,1.4023594,103.8996183,411102707,,,POINT (103.8996183 1.4023594)
6192623090,1.393658,103.9127071,6192623090,,,POINT (103.9127071 1.393658)
411102710,1.4027479,103.8985451,411102710,,,POINT (103.8985451 1.4027479)
6192623091,1.3954139,103.917071,6192623091,,,POINT (103.917071 1.3954139)
2274881012,1.4008596,103.914581,2274881012,,,POINT (103.914581 1.4008596)
6192623093,1.3953397,103.9169447,6192623093,,,POINT (103.9169447 1.3953397)
6192623094,1.3952218,103.9168578,6192623094,,,POINT (103.9168578 1.3952218)
6192623096,1.3934432,103.9156379,6192623096,,,POINT (103.9156379 1.3934432)
6192623097,1.3935976,103.9152682,6192623097,,,POINT (103.9152682 1.3935976)
242937348,1.3830563,103.9036736,242937348,,,POINT (103.9036736 1.3830563)
6192623103,1.4020923,103.9127701,6192623103,,,POINT (103.9127701 1.4020923)
6192623109,1.4056183,103.9083814,6192623109,crossing,,POINT (103.9083814 1.4056183)
6038547986,1.3947044,103.8948384,6038547986,,,POINT (103.8948384 1.3947044)
6038547987,1.3951613,103.8947838,6038547987,,,POINT (103.8947838 1.3951613)
6038547988,1.3952141,103.8948003,6038547988,,,POINT (103.8948003 1.3952141)
6038547989,1.3952508,103.8946907,6038547989,,,POINT (103.8946907 1.3952508)
6038547993,1.395085,103.8945664,6038547993,,,POINT (103.8945664 1.395085)
6038547994,1.3948316,103.8943411,6038547994,,,POINT (103.8943411 1.3948316)
6038547998,1.3949905,103.894854,6038547998,,,POINT (103.894854 1.3949905)
6038547997,1.3949654,103.8949247,6038547997,,,POINT (103.8949247 1.3949654)
6038548005,1.3947122,103.8954178,6038548005,,,POINT (103.8954178 1.3947122)
